Customer ID,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,total_Mins,Intl_Calls,Intl_Charge,Total_Charge,CustServ_Calls
9326ae90bc60ea90,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,542.2,9,4.0,58.61,2
8c9ba72de01f8485,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,552.4,4,2.54,61.38,3
926c77f31e26b2a9,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,689.7,3,2.7,69.07,1
926b3c3791ecc7e4,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,570.2,2,3.48,52.54,3
937e166c6abf30ee,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,509.2,3,4.16,49.77,1
925fc812f4fd9fd3,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,621.3,2,2.62,55.72,0
92c47a2146692f70,44,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,11.1,709.8,2,3.0,72.23,0
9543b934aaa80e3f,0,227.4,84,38.66,176.0,81,14.96,206.1,120,9.27,6.3,615.8,4,1.7,64.59,2
94789c83c66ac1e7,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,574.2,2,3.19,48.28,2
8c8d8d0c9dba5516,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,711.1,2,1.89,69.95,1
74c75164cd13159,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,603.1,3,3.46,61.3,1
68a5c1476e1864d,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,687.1,5,2.62,72.68,1
931dfea1aa198352,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,471.4,4,3.46,49.33,4
93264c0da5e20929,0,216.0,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,618.5,10,1.32,63.41,2
9324a9f26de3d645,32,222.9,136,37.89,262.0,80,22.27,191.4,101,8.61,10.8,687.1,4,2.92,71.69,0
735e6c203019a79,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,619.2,6,3.16,54.45,3
92bde6dd7f68c0b2,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,520.8,5,2.86,55.45,1
62464341c0750d3,0,154.7,102,26.3,298.0,108,25.33,210.2,95,9.46,11.1,674.0,3,3.0,64.09,0
7458ecb97b30336,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,581.1,1,3.11,53.89,3
79e750e361e4095,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,622.7,6,3.29,63.18,1
6dd963a201027c7,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,578.5,2,3.43,67.26,0
68ac3394d2990ed,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,617.4,4,1.59,64.67,8
639a9a3deb0d79c,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,648.5,3,3.29,68.01,2
68d505d5ca1739c,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,663.0,3,2.3,59.79,2
947e496097d75db8,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,8.8,647.1,5,2.38,68.06,1
937837183c091ede,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,679.3,3,2.89,71.24,2
92c3b51fc3ea3bdf,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12.0,617.8,6,3.24,61.96,1
79631b830bcb6e7,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,685.8,5,1.78,62.38,3
93c6ddf022ec5dc2,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,632.8,3,2.48,67.25,3
79357c970532fcb,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,666.0,2,2.32,72.33,1
6d85e7305f8228b,0,197.3,91,33.54,305.8,81,25.99,171.0,105,7.69,6.7,680.8,6,1.81,69.03,1
51b55dc1360b385,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,490.8,1,1.13,56.79,1
5844772cd651d92,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12.0,666.3,2,3.24,70.21,2
627302db7422df3,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7.0,662.0,3,1.89,60.66,1
94db92d9765fa5e7,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10.0,518.0,5,2.7,48.72,2
696a6512b091c02,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,716.6,3,2.27,71.29,1
93661c4ab7e160ef,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,613.8,2,3.35,64.31,1
926483b7fc624e5c,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,557.2,5,3.05,53.18,2
937180260c782c77,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,609.1,3,2.4,60.7,2
926f1b90c80ff03f,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,567.6,7,2.57,55.86,2
9260cb2d90c0e65b,0,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,649.1,2,2.62,62.86,3
68478df21fc1ad8,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,600.9,4,1.51,55.17,1
947b85f15ee6886b,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,535.7,3,3.08,48.94,2
795261b0973d433,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,399.9,3,3.38,45.1,2
5cf76e3bc12c294,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,445.6,6,3.54,42.97,1
942a0ceb7b7ab6e3,23,243.9,112,41.46,133.0,106,11.31,213.7,123,9.62,13.4,604.0,11,3.62,66.01,2
580d57ab85d45bb,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9.0,582.8,2,2.43,52.31,0
93c9f2d2c06678d5,0,223.3,99,37.96,167.1,128,14.2,203.0,84,9.14,4.5,597.9,4,1.22,62.52,0
9598da7f39c21c66,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,564.2,2,2.86,53.99,3
7359e9dc4e0852d,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,756.9,6,2.16,77.16,1
937d325961c47d7a,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,409.6,4,2.59,33.85,4
925fb95ae0f56ec5,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,503.8,7,3.11,50.84,0
9321dc723ca72a44,0,242.2,102,41.17,226.1,80,19.22,252.0,96,11.34,13.9,734.2,5,3.75,75.48,2
9378720cdf0a72d3,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,736.5,6,2.89,74.89,1
7a7925bf73fbd13,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,657.9,8,3.24,67.54,2
79ad6174f9b0ac7,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,489.0,5,2.4,40.32,0
92c98104efca0009,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,535.5,3,3.0,54.53,4
92bbef6e92045e47,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,364.6,3,3.7,30.83,5
93240aede2ddaf7e,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,509.7,5,2.89,60.05,0
92c62275df8716cc,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,452.9,10,4.24,42.11,3
5e15c31b6c8ac59,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,7.6,676.1,4,2.05,67.7,3
73527ef59798836,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,709.0,3,3.21,71.47,0
637957dc461a2e1,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,599.0,6,3.43,60.24,1
93c10eec43261046,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,518.6,2,2.21,53.75,1
926c8522e9087c1e,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,515.0,1,2.97,60.29,2
635ca45a552d3b0,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,499.7,4,3.86,49.48,1
9436350d0fce0910,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,547.0,10,2.84,49.08,1
925dc2ae0b668652,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,622.6,5,2.78,71.1,1
926b6ddc785e167e,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,534.3,3,3.89,47.78,1
9269f7f9402a6907,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,396.0,2,3.08,35.71,2
9e0963c83e5ac88f,0,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,657.8,3,2.35,63.18,0
6e7f252816bbca8,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,490.6,3,4.43,51.88,2
743a874018946e2,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,672.5,7,3.05,68.62,0
948f61e1832b9243,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,606.8,10,3.59,65.24,1
93113cef8ac4a724,22,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,8.6,557.7,5,2.32,58.19,2
9268c65a1e2afa35,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,694.9,2,2.59,65.62,0
62a23b5999c33d6,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,680.2,5,3.65,59.8,2
6f230314f898945,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,611.4,4,4.0,53.27,2
93755187c4bf8f6f,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,640.1,3,1.59,67.19,2
6d8de719608d1fe,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,575.9,4,2.4,57.15,0
733155b0124c565,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,573.1,2,2.7,55.05,2
5832ea4bfef70c0,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,540.7,1,3.48,56.29,0
94787e3e6f4f605d,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,543.6,4,1.97,57.93,1
937c055fe41ae6bd,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13.0,0.0,582.1,0,0.0,46.22,1
931451d302aa4357,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,455.5,5,2.92,43.73,0
734161c4a1c3b2d,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,653.1,10,2.57,69.01,2
79a00c6a0422191,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,607.8,16,4.21,50.66,0
926697d957b7fc82,27,141.2,96,24.0,167.7,94,14.25,274.4,101,12.35,11.4,594.7,2,3.08,53.68,1
6e1a670fa4f7ccc,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,612.0,3,3.11,61.47,0
92b820616d88bf96,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,620.8,3,4.67,58.95,2
94e9acfae6dacac1,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,596.2,4,1.65,64.09,1
638a8dc89fa4076,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,614.5,9,2.73,57.07,1
931fcc2ce22656d2,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,546.3,1,3.13,51.88,1
9312dcbb63ac3c74,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,664.7,4,3.43,69.81,1
578880ebe4d51ad,35,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,8.5,512.6,2,2.3,51.26,1
799e72d8daf4654,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,506.4,6,2.81,48.17,3
9258bc92933d98d2,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,572.6,10,2.75,58.31,1
9268f41da7d510d5,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,528.1,5,2.38,52.6,2
93d775b1086d21c5,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,451.9,4,4.46,54.86,2
930d6de721d911be,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,744.0,6,2.86,79.3,0
79112ca6a0fbd22,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,587.1,11,1.51,60.09,1
7457e823e44bb85,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,551.0,2,2.43,50.45,1
6f0aeaad6459173,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,718.0,2,3.56,71.78,0
7990ec1eb277a0b,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,573.2,5,3.4,54.81,1
741c39eddafcd54,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,755.1,7,3.08,74.06,2
74c68acd8c28f8d,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,451.4,4,1.94,38.9,1
93249b3b06367249,0,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,12.7,609.4,4,3.43,63.43,1
92c0db2af979173b,0,180.0,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,608.3,3,3.35,60.62,1
6e93061be7e48a9,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,561.7,6,1.57,51.47,1
6e7620b69d236b0,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,619.5,7,3.05,66.4,1
78d02939855cff3,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,568.5,5,3.0,60.06,2
56edb456f6ad8e2,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,493.1,10,1.57,47.18,3
92665a961ef65855,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,818.7,7,2.94,84.67,1
925dc05b4b23c9aa,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,441.0,2,1.7,42.57,3
73bf0ba50e60a71,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,534.2,4,2.32,55.04,3
686349235fd6a4e,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,592.1,5,2.21,63.28,0
9429e308631f0ae7,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,541.0,4,4.08,56.27,2
739029f9e97018e,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,386.8,2,2.38,45.27,2
7472167ef141ac9,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,629.5,3,3.62,63.24,1
92c0c7cc3f716c25,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,652.2,4,1.22,59.0,0
7a67be2dede5479,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,767.6,3,3.05,81.41,0
931047d5e5abd901,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,639.2,4,2.35,69.7,3
630ed46817b9abc,33,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,481.6,4,3.05,46.53,2
92667fd1ed807219,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,510.3,5,3.59,51.09,3
6e12ca7dff8e925,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,550.4,4,3.0,52.84,1
79b07bdc8c6b2b4,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,770.0,3,2.73,71.16,0
51882e776a7370e,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,504.9,7,3.48,50.39,3
947e8454cda5b5c6,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,686.5,8,3.73,69.86,2
639900560c90c00,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,700.9,4,3.02,64.64,0
926411b0a79a922d,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,773.5,5,3.4,69.45,4
73c50224eaccd93,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,474.7,2,3.02,42.47,0
93c40bc31dd53741,0,160.1,87,27.22,256.7,120,21.82,270.0,107,12.15,7.0,693.8,1,1.89,63.08,2
79ad1713aa5afb0,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,604.6,2,1.03,61.7,3
9535c9027cc785c5,0,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,13.8,729.5,4,3.73,76.98,1
6e3948af3012c72,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,658.2,3,2.05,59.49,2
693a02b5edbdeda,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,636.7,4,2.94,60.51,0
9.26336E+15,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,580.3,4,2.97,53.58,0
6dc74188cca9600,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,576.9,6,3.21,59.91,1
93db5376e9e0d869,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,504.4,6,3.29,47.07,4
942705ff4ad1ac7c,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,588.7,2,2.59,64.33,0
937e997f54a3e2be,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,348.0,1,2.13,25.52,0
92c6725655bd5796,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,576.1,8,2.59,61.13,1
9366bf305d253bb4,0,176.3,140,29.97,201.0,104,17.09,161.9,123,7.29,11.3,550.5,5,3.05,57.4,1
6e20b42e917e912,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,591.1,2,3.0,66.05,2
9258e421bb9c6afa,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,818.5,6,2.65,78.89,0
93db4f95fbffb831,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,528.4,4,2.32,59.55,1
52fe2acf283927c,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,510.1,7,3.43,57.14,2
936aa8a2d4a6a91d,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,432.8,9,4.27,41.52,1
94242139c583cb57,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8.0,601.6,3,2.16,55.12,2
73ed58535949ad5,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,571.9,5,3.56,65.13,2
93706f19ebd035d9,0,187.0,65,31.79,141.4,128,12.02,238.2,108,10.72,10.0,576.6,8,2.7,57.23,2
92b7e7c0ae93a9f6,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,562.9,6,3.02,56.89,0
747a2275b4e538c,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,661.0,3,2.57,63.94,0
6deae3c707472a0,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,623.9,5,3.24,60.94,2
68ef71ea2c25639,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,514.3,3,2.57,52.5,4
68d24ecf2c7a2f4,29,158.1,104,26.88,322.2,81,27.39,210.0,96,9.45,8.9,699.2,6,2.4,66.12,1
6e390aa429295ea,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,691.2,2,2.46,69.9,2
92c3ad5df41d8a9b,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,516.4,2,2.62,52.53,6
694c3cffc4912d2,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,497.8,1,3.16,52.18,2
6968999382c2266,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,611.6,3,2.97,64.88,3
62f1733fb86e7c1,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,653.6,3,2.73,68.07,1
7a841b0a68c3251,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,430.4,3,2.03,34.84,1
926d4644609eea20,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,626.9,3,1.97,53.58,3
93191dc16a52894f,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,528.6,6,2.84,56.26,1
79b07bd641747cb,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,842.3,3,3.05,87.29,3
94d896033393f101,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,667.2,2,2.67,77.3,0
92b23d317805e6ea,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,556.8,4,3.65,60.17,1
925e98c6ebf7a996,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,690.2,5,2.3,64.27,0
9366d990372f5fa5,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,443.6,4,2.81,38.59,0
7907b8674d92930,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,602.8,2,2.59,72.03,1
6894fafaf6b5b2b,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,490.4,9,4.67,58.45,1
94e1fab3d4faa47b,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,630.7,6,1.94,71.9,1
79618e6b4173bf3,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,517.9,2,3.0,51.02,1
73fb1d1836eb97a,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,404.8,2,2.89,37.38,1
937e9a457f1a7adb,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,587.5,3,1.35,53.36,3
925af148097ca117,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,629.6,5,2.89,53.24,1
93790d360b5cb0cf,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,483.8,11,1.62,47.23,2
92b5eae4615afa61,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,582.2,3,1.73,57.09,2
936c8efa58084992,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,503.2,5,3.7,57.22,0
932455657c87d397,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,587.9,2,3.97,67.98,3
792151913e1c385,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,620.8,1,2.4,66.59,1
9597a371697adad6,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,537.2,5,3.7,52.07,5
95884389daaec83b,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,624.5,7,2.94,60.45,1
7a82116220a064c,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,593.7,1,2.86,61.03,2
9268c65ee3f946ef,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,448.7,4,3.32,52.57,3
74a437a984db6bd,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,698.7,4,1.73,63.75,2
6f0eb2ca1d38a04,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,505.0,1,2.75,56.04,0
7a4d07e79704dd0,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,543.9,6,2.11,54.69,1
4cfa353a9e87d3d,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,687.1,10,2.19,68.39,1
635dce4a1e329dd,24,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,585.0,3,3.43,51.76,1
73f9390e2c12bb0,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,727.6,6,3.78,63.28,2
79cd0a0ef58fffd,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,558.7,3,3.7,60.4,2
4cdaf04a38f9c21,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,637.7,8,2.84,64.14,5
6ea718094b40786,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,702.9,1,2.67,73.25,1
7971754abc66119,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,600.0,3,2.75,55.85,0
73cc22978cb6a9a,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,471.2,5,2.08,46.48,2
9315116b3643ad33,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,589.7,10,2.43,58.93,1
68b188d41b1be37,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,656.2,8,2.4,58.85,1
739201a4124bbc0,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,815.8,6,2.86,88.66,0
926bbf504a1b6089,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,571.8,1,3.43,60.36,2
92b14cb9b68e31c6,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,604.5,4,1.92,56.2,1
79dba1c04b4660c,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,546.0,3,2.3,51.61,1
5df16654df76b1f,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,676.9,4,3.48,67.59,2
92c0a418d70cdb3e,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,408.3,4,3.81,39.81,2
69908c67109ef57,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,490.2,5,2.92,48.11,3
947d65538ea85a2e,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,724.5,3,3.32,72.82,2
78c787fa652fb6b,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,382.3,5,3.83,31.34,3
7a4afe5673ce844,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,445.0,4,2.84,38.95,3
78e5d5046ebaf7a,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,522.7,5,3.08,46.7,1
94dbbd83b5c0e4f5,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,666.6,9,3.35,68.94,1
79c26bf156d05df,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,689.3,4,1.97,75.63,2
6f34da5da070d39,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,724.7,7,1.7,74.99,1
93156b67a460bd0e,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,633.4,5,3.38,66.12,1
7a8766b057e4be9,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,600.0,7,3.11,52.76,7
92bd7a4431abaf0b,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,702.9,5,3.59,67.71,2
93c4328c1850efb1,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,582.4,6,3.35,63.97,1
936cb05b0f86f282,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,596.9,2,3.11,59.06,1
936ed8a2a80f3915,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,663.4,4,1.62,63.19,0
9370329d815afeeb,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,551.5,3,2.27,60.76,4
796fdba8d49437b,32,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,9.4,535.8,5,2.54,58.17,2
